case_id,timestamp,activity,usuario,host,recurso,tactic,technique_id,technique
case_016,2026-05-05 12:25:23,Impressao,usuario_07,WS-07,\\fileserver\comum,Benigno,-,Uso normal
case_016,2026-05-05 12:29:52,Abrir_Aplicativo,usuario_07,WS-07,\Users\Public,Benigno,-,Uso normal
case_016,2026-05-05 12:32:06,Envio_Email,usuario_07,WS-07,\Users\Public,Benigno,-,Uso normal
case_016,2026-05-05 12:36:06,Envio_Email,usuario_07,WS-07,impressora_01,Benigno,-,Uso normal
case_016,2026-05-05 12:39:52,Logoff,usuario_07,WS-07,intranet.local,Benigno,-,Uso normal
case_024,2026-05-04 17:58:51,Logon,usuario_02,WS-02,-,Initial Access,T1078,Valid Accounts
case_024,2026-05-04 18:01:08,Envio_Email,usuario_02,WS-02,\Users\Documents,Benigno,-,Uso normal
case_024,2026-05-04 18:01:43,Envio_Email,usuario_02,WS-02,\Users\Documents,Benigno,-,Uso normal
case_024,2026-05-04 18:03:11,Impressao,usuario_02,WS-02,-,Benigno,-,Uso normal
case_024,2026-05-04 18:06:35,Abrir_Aplicativo,usuario_02,WS-02,\Users\Documents,Benigno,-,Uso normal
case_024,2026-05-04 18:10:07,Navegacao_Web,usuario_02,WS-02,\\fileserver\comum,Benigno,-,Uso normal
case_024,2026-05-04 18:10:52,Navegacao_Web,usuario_02,WS-02,-,Benigno,-,Uso normal
case_024,2026-05-04 18:11:21,Impressao,usuario_02,WS-02,-,Benigno,-,Uso normal
case_024,2026-05-04 18:16:13,Logoff,usuario_02,WS-02,-,Benigno,-,Uso normal
case_069,2026-05-05 02:56:09,Logon,usuario_01,WS-01,-,Initial Access,T1078,Valid Accounts
case_069,2026-05-05 02:56:43,Descoberta_Arquivos,usuario_01,WS-01,-,Discovery,T1083,File and Directory Discovery
case_069,2026-05-05 02:57:18,Coleta_Arquivos,usuario_01,WS-01,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_069,2026-05-05 02:57:59,Coleta_Arquivos,usuario_01,WS-01,\\fileserver\financeiro,Collection,T1039,Data from Network Shared Drive
case_069,2026-05-05 02:59:29,Compactar_Dados,usuario_01,WS-01,-,Collection,T1560,Archive Collected Data
case_069,2026-05-05 03:00:10,Exfiltracao_Web,usuario_01,WS-01,dropbox-externo.com,Exfiltration,T1567,Exfiltration Over Web Service
case_069,2026-05-05 03:01:04,Logoff,usuario_01,WS-01,-,Benigno,-,Uso normal
case_030,2026-05-06 15:18:56,Logon,usuario_02,WS-02,\Users\Documents,Initial Access,T1078,Valid Accounts
case_030,2026-05-06 15:22:40,Envio_Email,usuario_02,WS-02,impressora_01,Benigno,-,Uso normal
case_030,2026-05-06 15:24:44,Abrir_Aplicativo,usuario_02,WS-02,-,Benigno,-,Uso normal
case_030,2026-05-06 15:25:45,Impressao,usuario_02,WS-02,\Users\Documents,Benigno,-,Uso normal
case_030,2026-05-06 15:29:35,Navegacao_Web,usuario_02,WS-02,\\fileserver\comum,Benigno,-,Uso normal
case_030,2026-05-06 15:31:05,Acesso_Arquivo_Comum,usuario_02,WS-02,-,Benigno,-,Uso normal
case_030,2026-05-06 15:33:51,Logoff,usuario_02,WS-02,\\fileserver\comum,Benigno,-,Uso normal
case_054,2026-05-07 10:13:16,Logon,usuario_20,WS-20,-,Initial Access,T1078,Valid Accounts
case_054,2026-05-07 10:17:53,Descoberta_Rede,usuario_20,WS-20,-,Discovery,T1018,Remote System Discovery
case_054,2026-05-07 10:22:18,Coleta_Credenciais,usuario_20,WS-20,-,Credential Access,T1003,OS Credential Dumping
case_054,2026-05-07 10:24:24,Conexao_WinRM,usuario_20,SRV-DC,SRV-DC,Lateral Movement,T1021.006,Remote Services: WinRM / PS Remoting
case_054,2026-05-07 10:26:58,Execucao_PowerShell,usuario_20,SRV-DC,SRV-DC,Execution,T1059.001,Command and Scripting Interpreter: PowerShell
case_054,2026-05-07 10:31:37,Logoff,usuario_20,SRV-DC,-,Benigno,-,Uso normal
case_056,2026-05-07 13:44:33,Logon,usuario_02,WS-02,-,Initial Access,T1078,Valid Accounts
case_056,2026-05-07 13:45:46,Descoberta_Rede,usuario_02,WS-02,-,Discovery,T1018,Remote System Discovery
case_056,2026-05-07 13:48:15,Coleta_Credenciais,usuario_02,WS-02,-,Credential Access,T1003,OS Credential Dumping
case_056,2026-05-07 13:53:09,Conexao_WinRM,usuario_02,SRV-APP,SRV-APP,Lateral Movement,T1021.006,Remote Services: WinRM / PS Remoting
case_056,2026-05-07 13:56:50,Execucao_PowerShell,usuario_02,SRV-APP,SRV-APP,Execution,T1059.001,Command and Scripting Interpreter: PowerShell
case_056,2026-05-07 14:00:20,Logoff,usuario_02,SRV-APP,-,Benigno,-,Uso normal
case_032,2026-05-08 11:17:15,Logon,usuario_18,WS-18,\Users\Documents,Initial Access,T1078,Valid Accounts
case_032,2026-05-08 11:19:04,Navegacao_Web,usuario_18,WS-18,intranet.local,Benigno,-,Uso normal
case_032,2026-05-08 11:20:10,Acesso_Arquivo_Comum,usuario_18,WS-18,intranet.local,Benigno,-,Uso normal
case_032,2026-05-08 11:22:32,Envio_Email,usuario_18,WS-18,intranet.local,Benigno,-,Uso normal
case_032,2026-05-08 11:25:04,Navegacao_Web,usuario_18,WS-18,impressora_01,Benigno,-,Uso normal
case_032,2026-05-08 11:27:07,Logoff,usuario_18,WS-18,\Users\Documents,Benigno,-,Uso normal
case_001,2026-05-08 08:59:58,Logon,usuario_11,WS-11,impressora_01,Initial Access,T1078,Valid Accounts
case_001,2026-05-08 09:02:07,Acesso_Arquivo_Comum,usuario_11,WS-11,\Users\Documents,Benigno,-,Uso normal
case_001,2026-05-08 09:03:11,Abrir_Aplicativo,usuario_11,WS-11,\\fileserver\comum,Benigno,-,Uso normal
case_001,2026-05-08 09:07:05,Impressao,usuario_11,WS-11,\Users\Documents,Benigno,-,Uso normal
case_001,2026-05-08 09:09:28,Abrir_Aplicativo,usuario_11,WS-11,\Users\Documents,Benigno,-,Uso normal
case_001,2026-05-08 09:13:25,Logoff,usuario_11,WS-11,\Users\Documents,Benigno,-,Uso normal
case_052,2026-05-07 14:34:50,Logon,usuario_03,WS-03,-,Initial Access,T1078,Valid Accounts
case_052,2026-05-07 14:36:19,Descoberta_Rede,usuario_03,WS-03,-,Discovery,T1018,Remote System Discovery
case_052,2026-05-07 14:36:52,Coleta_Credenciais,usuario_03,WS-03,-,Credential Access,T1003,OS Credential Dumping
case_052,2026-05-07 14:37:45,Conexao_WinRM,usuario_03,SRV-FILE,SRV-FILE,Lateral Movement,T1021.006,Remote Services: WinRM / PS Remoting
case_052,2026-05-07 14:39:01,Execucao_PowerShell,usuario_03,SRV-FILE,SRV-FILE,Execution,T1059.001,Command and Scripting Interpreter: PowerShell
case_052,2026-05-07 14:41:00,Logoff,usuario_03,SRV-FILE,-,Benigno,-,Uso normal
case_033,2026-05-06 10:08:43,Logon,usuario_13,WS-13,impressora_01,Initial Access,T1078,Valid Accounts
case_033,2026-05-06 10:13:33,Envio_Email,usuario_13,WS-13,-,Benigno,-,Uso normal
case_033,2026-05-06 10:15:43,Acesso_Arquivo_Comum,usuario_13,WS-13,\Users\Documents,Benigno,-,Uso normal
case_033,2026-05-06 10:18:21,Acesso_Arquivo_Comum,usuario_13,WS-13,\Users\Public,Benigno,-,Uso normal
case_033,2026-05-06 10:21:57,Envio_Email,usuario_13,WS-13,\\fileserver\comum,Benigno,-,Uso normal
case_033,2026-05-06 10:26:05,Navegacao_Web,usuario_13,WS-13,\\fileserver\comum,Benigno,-,Uso normal
case_033,2026-05-06 10:29:04,Navegacao_Web,usuario_13,WS-13,\Users\Documents,Benigno,-,Uso normal
case_033,2026-05-06 10:30:29,Logoff,usuario_13,WS-13,\Users\Documents,Benigno,-,Uso normal
case_019,2026-05-05 09:52:10,Logon,usuario_04,WS-04,intranet.local,Initial Access,T1078,Valid Accounts
case_019,2026-05-05 09:52:55,Abrir_Aplicativo,usuario_04,WS-04,\Users\Public,Benigno,-,Uso normal
case_019,2026-05-05 09:54:58,Impressao,usuario_04,WS-04,intranet.local,Benigno,-,Uso normal
case_019,2026-05-05 09:57:54,Navegacao_Web,usuario_04,WS-04,impressora_01,Benigno,-,Uso normal
case_019,2026-05-05 09:59:59,Impressao,usuario_04,WS-04,intranet.local,Benigno,-,Uso normal
case_019,2026-05-05 10:04:07,Envio_Email,usuario_04,WS-04,impressora_01,Benigno,-,Uso normal
case_019,2026-05-05 10:05:58,Abrir_Aplicativo,usuario_04,WS-04,intranet.local,Benigno,-,Uso normal
case_019,2026-05-05 10:09:15,Logoff,usuario_04,WS-04,\Users\Documents,Benigno,-,Uso normal
case_003,2026-05-07 13:51:46,Logon,usuario_15,WS-15,\\fileserver\comum,Initial Access,T1078,Valid Accounts
case_003,2026-05-07 13:54:33,Impressao,usuario_15,WS-15,impressora_01,Benigno,-,Uso normal
case_003,2026-05-07 13:55:30,Acesso_Arquivo_Comum,usuario_15,WS-15,\Users\Documents,Benigno,-,Uso normal
case_003,2026-05-07 14:00:12,Acesso_Arquivo_Comum,usuario_15,WS-15,\\fileserver\comum,Benigno,-,Uso normal
case_003,2026-05-07 14:01:56,Abrir_Aplicativo,usuario_15,WS-15,intranet.local,Benigno,-,Uso normal
case_003,2026-05-07 14:03:33,Envio_Email,usuario_15,WS-15,\\fileserver\comum,Benigno,-,Uso normal
case_003,2026-05-07 14:07:28,Abrir_Aplicativo,usuario_15,WS-15,\Users\Documents,Benigno,-,Uso normal
case_003,2026-05-07 14:08:27,Acesso_Arquivo_Comum,usuario_15,WS-15,impressora_01,Benigno,-,Uso normal
case_003,2026-05-07 14:11:27,Logoff,usuario_15,WS-15,intranet.local,Benigno,-,Uso normal
case_060,2026-05-04 13:27:22,Logon,usuario_01,WS-01,-,Initial Access,T1078,Valid Accounts
case_060,2026-05-04 13:32:15,Descoberta_Rede,usuario_01,WS-01,-,Discovery,T1018,Remote System Discovery
case_060,2026-05-04 13:34:29,Coleta_Credenciais,usuario_01,WS-01,-,Credential Access,T1003,OS Credential Dumping
case_060,2026-05-04 13:38:20,Conexao_WinRM,usuario_01,SRV-APP,SRV-APP,Lateral Movement,T1021.006,Remote Services: WinRM / PS Remoting
case_060,2026-05-04 13:41:14,Execucao_PowerShell,usuario_01,SRV-APP,SRV-APP,Execution,T1059.001,Command and Scripting Interpreter: PowerShell
case_060,2026-05-04 13:42:42,Persistencia_Tarefa,usuario_01,SRV-APP,SRV-APP,Persistence,T1053.005,Scheduled Task
case_060,2026-05-04 13:44:46,Logoff,usuario_01,SRV-APP,-,Benigno,-,Uso normal
case_038,2026-05-06 09:55:05,Logon,usuario_20,WS-20,\Users\Public,Initial Access,T1078,Valid Accounts
case_038,2026-05-06 09:58:13,Navegacao_Web,usuario_20,WS-20,\Users\Public,Benigno,-,Uso normal
case_038,2026-05-06 10:00:07,Envio_Email,usuario_20,WS-20,-,Benigno,-,Uso normal
case_038,2026-05-06 10:04:55,Abrir_Aplicativo,usuario_20,WS-20,-,Benigno,-,Uso normal
case_038,2026-05-06 10:09:14,Navegacao_Web,usuario_20,WS-20,\Users\Documents,Benigno,-,Uso normal
case_038,2026-05-06 10:12:13,Logoff,usuario_20,WS-20,-,Benigno,-,Uso normal
case_065,2026-05-07 16:12:27,Logon,usuario_16,WS-16,-,Initial Access,T1078,Valid Accounts
case_065,2026-05-07 16:16:45,Descoberta_Rede,usuario_16,WS-16,-,Discovery,T1018,Remote System Discovery
case_065,2026-05-07 16:17:46,Coleta_Credenciais,usuario_16,WS-16,-,Credential Access,T1003,OS Credential Dumping
case_065,2026-05-07 16:21:57,Conexao_WinRM,usuario_16,SRV-APP,SRV-APP,Lateral Movement,T1021.006,Remote Services: WinRM / PS Remoting
case_065,2026-05-07 16:23:46,Execucao_PowerShell,usuario_16,SRV-APP,SRV-APP,Execution,T1059.001,Command and Scripting Interpreter: PowerShell
case_065,2026-05-07 16:26:01,Persistencia_Tarefa,usuario_16,SRV-APP,SRV-APP,Persistence,T1053.005,Scheduled Task
case_065,2026-05-07 16:27:14,Logoff,usuario_16,SRV-APP,-,Benigno,-,Uso normal
